Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,pIC50,Standardized Smiles,Molecule
CHEMBL58,MITOXANTRONE,4.0,444.49,1,-0.14,Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,IC50,'=',5385.9,nM,5.27,No Comment,,UO_0000065,11.85,0.22,5.41,3.23,0,CHEMBL1909203,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",B,BAO_0000219,cell-based format,None,None,None,Insect cells,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,,,5.2687,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2500>
CHEMBL4446992,,None,696.75,2,5.78,17b,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,IC50,'=',400.0,nM,6.4,No Comment,,UO_0000065,9.18,0.18,0.62,5.90,0,CHEMBL4393296,Inhibition of EGFR (unknown origin) using FAM-labelled peptide as substrate measured after 10 mins by mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4392844,1,Scientific Literature,Bioorg Med Chem,2019.0,None,,,6.3979,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2810>
CHEMBL4071180,,None,516.65,2,5.35,9,CN(C)C/C=C/C(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,IC50,'=',1.9,nM,8.72,No Comment,,UO_0000065,16.88,0.32,3.37,10.15,0,CHEMBL4013155,Inhibition of human N-terminal GST-fused EGFR L858R mutant (669 to 1210 residues) expressed in baculovirus using TK-substrate-biotin preincubated for 30 mins followed by substrate addition measured after 15 mins by HTFR assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00533,L858R,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4011631,1,Scientific Literature,J Med Chem,2017.0,None,,,8.7212,CN(C)C/C=C/C(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D28F0>
CHEMBL4094471,,None,310.74,0,3.86,7g,Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,IC50,'=',4500.0,nM,5.35,No Comment,,UO_0000065,17.21,0.33,1.49,7.91,0,CHEMBL3995335,Inhibition of EGF induced EGFR phosphorylation in human KB cells preincubated for 90 mins followed by EGF addition for 5 mins by sandwich ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994595,1,Scientific Literature,Eur J Med Chem,2017.0,None,,,5.3468,Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D29D0>
CHEMBL4063427,,None,310.74,0,3.86,8d,Clc1ccc2nc(Cc3nnc(-c4ccccc4)o3)[nH]c2c1,IC50,'=',100000.0,nM,4.0,No Comment,,UO_0000065,12.87,0.25,0.14,5.92,0,CHEMBL3995335,Inhibition of EGF induced EGFR phosphorylation in human KB cells preincubated for 90 mins followed by EGF addition for 5 mins by sandwich ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994595,1,Scientific Literature,Eur J Med Chem,2017.0,None,,,4.0,Clc1ccc2nc(Cc3nnc(-c4ccccc4)o3)[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2B20>
CHEMBL4289577,,None,509.47,2,5.58,32,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccc(F)cc2)c1=O,IC50,'=',632.8,nM,6.2,No Comment,,UO_0000065,12.17,0.22,0.62,6.08,0,CHEMBL4252893,"Inhibition of EGFR (unknown origin) using poly(Glu, Tyr) 4:1 as substrate after 30 mins by HTRF assay",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4251577,1,Scientific Literature,Eur J Med Chem,2018.0,None,,,6.1987,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccc(F)cc2)c1=O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2B90>
CHEMBL4569755,,None,284.71,0,3.54,XIIa,Clc1ccc(/C=N/c2nnc(-c3cccnc3)o2)cc1,IC50,'=',1128.9,nM,5.95,No Comment,,UO_0000065,20.89,0.41,2.41,9.27,0,CHEMBL4313654,Inhibition of recombinant human GST-tagged EGFR catalytic domain (668 to 1210 residues) expressed in baculovirus expression system using TK-biotin peptide as substrate measured after 10 mins by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4311968,1,Scientific Literature,Eur J Med Chem,2019.0,None,,,5.9473,Clc1ccc(/C=N/c2nnc(-c3cccnc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2C00>
CHEMBL4081732,,None,415.50,1,6.03,11,N#CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,IC50,'=',40.0,nM,7.4,No Comment,,UO_0000065,17.8,0.34,1.37,9.56,0,CHEMBL4013155,Inhibition of human N-terminal GST-fused EGFR L858R mutant (669 to 1210 residues) expressed in baculovirus using TK-substrate-biotin preincubated for 30 mins followed by substrate addition measured after 15 mins by HTFR assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00533,L858R,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4011631,1,Scientific Literature,J Med Chem,2017.0,None,,,7.3979,N#CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2C70>
CHEMBL123322,,None,253.26,0,2.06,7w,Nc1cc2ncnc(Nc3cccc(O)c3)c2cn1,IC50,'=',70.0,nM,7.16,No Comment,,UO_0000065,,,,,0,CHEMBL674641,Inhibition of tyrosine phosphorylation by full length Epidermal growth factor receptor from human A431 carcinoma cells.,F,BAO_0000219,cell-based format,None,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128730,1,Scientific Literature,J Med Chem,1995.0,CHEMBL3307523,,,7.1549,Nc1cc2ncnc(Nc3cccc(O)c3)c2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2D50>
CHEMBL125035,,None,296.29,0,2.13,8b,Nc1cc2ncnc(NCc3ccccc3[N+](=O)[O-])c2cn1,IC50,'=',4250.0,nM,5.37,No Comment,,UO_0000065,,,,,0,CHEMBL674641,Inhibition of tyrosine phosphorylation by full length Epidermal growth factor receptor from human A431 carcinoma cells.,F,BAO_0000219,cell-based format,None,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128730,1,Scientific Literature,J Med Chem,1995.0,CHEMBL3307523,,,5.3716,Nc1cc2ncnc(NCc3ccccc3[N+](=O)[O-])c2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2DC0>
CHEMBL380669,,None,453.95,1,5.23,23,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,IC50,'=',4.2,nM,8.38,No Comment,,UO_0000065,18.45,0.36,3.15,11.94,0,CHEMBL862512,Inhibition of erbB1 fusion protein expressed in baculovirus by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138126,1,Scientific Literature,J Med Chem,2006.0,None,,,8.3768,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2E30>
CHEMBL363130,,None,378.44,0,1.31,3f,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,IC50,'=',8400.0,nM,5.08,No Comment,,UO_0000065,13.41,0.28,3.77,3.48,0,CHEMBL829442,Inhibition of Epidermal growth factor receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139550,1,Scientific Literature,J Med Chem,2005.0,None,,,5.0757,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D2F10>
CHEMBL442754,,None,470.37,0,4.21,16q,COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',62.0,nM,7.21,No Comment,,UO_0000065,15.32,0.33,3.00,9.08,0,CHEMBL680018,Inhibition of epidermal growth factor receptor using enzyme assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134561,1,Scientific Literature,J Med Chem,2001.0,None,,,7.2076,COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3060>
CHEMBL3263373,,None,461.63,1,7.45,7c,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1C,IC50,'=',650.0,nM,6.19,No Comment,,UO_0000065,13.4,0.25,-1.26,22.13,0,CHEMBL3267504,Inhibition of autophosphorylation of recombinant his-tagged EGFR (amino acid 645-1186) (unknown origin) expressed in Sf-9 cells after 10 mins by time-resolved fluorometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf-9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259814,1,Scientific Literature,Bioorg Med Chem Lett,2014.0,None,,,6.1871,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D30D0>
CHEMBL3263380,,None,399.52,1,5.24,7d,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1C,IC50,'=',120.0,nM,6.92,No Comment,,UO_0000065,17.32,0.33,1.68,15.37,0,CHEMBL3267504,Inhibition of autophosphorylation of recombinant his-tagged EGFR (amino acid 645-1186) (unknown origin) expressed in Sf-9 cells after 10 mins by time-resolved fluorometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf-9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3259814,1,Scientific Literature,Bioorg Med Chem Lett,2014.0,None,,,6.9208,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3140>
CHEMBL333045,,None,294.36,0,2.29,8r,CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,IC50,'=',10000.0,nM,5.0,No Comment,,UO_0000065,,,,,0,CHEMBL674641,Inhibition of tyrosine phosphorylation by full length Epidermal growth factor receptor from human A431 carcinoma cells.,F,BAO_0000219,cell-based format,None,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128730,1,Scientific Literature,J Med Chem,1995.0,CHEMBL3307523,,,5.0,CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D31B0>
CHEMBL1630116,,None,618.11,2,8.57,7f,Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,IC50,'=',15.0,nM,7.82,No Comment,,UO_0000065,12.66,0.24,-0.75,7.66,0,CHEMBL1640694,Inhibition of EGFR by flash plate based radioactive enzyme assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1629443,1,Scientific Literature,J Med Chem,2010.0,None,,,7.8239,Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3220>
CHEMBL3915538,,None,539.64,1,3.75,BDBM191625,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C[C@@H]1CCCN1C(=O)/C=C/CN1CCOCC1,IC50,'=',6238.0,nM,5.21,No Comment,385099,UO_0000065,9.65,0.18,1.45,4.66,0,CHEMBL3888240,"In Vitro HotSpot Kinase Assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 uM ATP.). Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886627,37,BindingDB Database,,2016.0,None,,,5.205,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C[C@@H]1CCCN1C(=O)/C=C/CN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D33E0>
CHEMBL77452,,None,428.56,1,5.66,47,OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,IC50,'=',9.0,nM,8.05,No Comment,,UO_0000065,18.77,0.35,2.39,11.03,0,CHEMBL674107,Inhibitory activity against epidermal growth factor receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146693,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,None,,,8.0458,OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3450>
CHEMBL3671516,,None,504.39,1,4.63,BDBM133727,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1SCCNC(C)=O,IC50,'=',109.0,nM,6.96,No Comment,266754,UO_0000065,13.8,0.31,2.33,7.25,0,CHEMBL3705421,"Tyrosine Kinase Assay: EGFR1 (HER-1) enzyme assay was carried out by using Tyrosine Kinase Assay Kit Green. The entire assay was conducted in accordance with EGFR PTK inhibitor cellular activity test S.O.P.A typical kinase inhibition reaction requires a protein tyrosine kinase, a suitable buffer solution system, a peptide substrate and ATP. In the present EGFR tyrosine kinase assay, a buffer solution system containing 20 mM HEPES (pH 7.4), 5 mM MgCl2 and 2 mM MnCl2; 50 uM Na3VO4; 50 ng/10 ul EGFR (Proquinase); 100 uM ATP; and 10 ng/ml poly(Glu, Tyr) (4:1, Sigma) as a substrate were used.First, 10 ul of EGFR was added to each well of a 96-well plate, 10 ul of the test compounds diluted as described in Test Example 2 (Examples 1 to 173) was added to each well, and the plate was incubated at room temperature for 10 min. The compounds of Test Example 1 were used as control compounds at a concentration of 0.0001 to 10 uM.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638799,37,BindingDB Database,,2014.0,None,,,6.9626,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1SCCNC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D34C0>
CHEMBL3671526,,None,557.42,1,4.01,BDBM133737,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)/C=C/CN(C)C,IC50,'=',16.0,nM,7.8,No Comment,266764,UO_0000065,13.99,0.30,3.79,7.19,0,CHEMBL3705421,"Tyrosine Kinase Assay: EGFR1 (HER-1) enzyme assay was carried out by using Tyrosine Kinase Assay Kit Green. The entire assay was conducted in accordance with EGFR PTK inhibitor cellular activity test S.O.P.A typical kinase inhibition reaction requires a protein tyrosine kinase, a suitable buffer solution system, a peptide substrate and ATP. In the present EGFR tyrosine kinase assay, a buffer solution system containing 20 mM HEPES (pH 7.4), 5 mM MgCl2 and 2 mM MnCl2; 50 uM Na3VO4; 50 ng/10 ul EGFR (Proquinase); 100 uM ATP; and 10 ng/ml poly(Glu, Tyr) (4:1, Sigma) as a substrate were used.First, 10 ul of EGFR was added to each well of a 96-well plate, 10 ul of the test compounds diluted as described in Test Example 2 (Examples 1 to 173) was added to each well, and the plate was incubated at room temperature for 10 min. The compounds of Test Example 1 were used as control compounds at a concentration of 0.0001 to 10 uM.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638799,37,BindingDB Database,,2014.0,None,,,7.7959,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3530>
CHEMBL3671533,,None,545.41,1,3.85,BDBM133745,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCN(C)C,IC50,'=',9.0,nM,8.05,No Comment,266772,UO_0000065,14.75,0.31,4.20,7.42,0,CHEMBL3705421,"Tyrosine Kinase Assay: EGFR1 (HER-1) enzyme assay was carried out by using Tyrosine Kinase Assay Kit Green. The entire assay was conducted in accordance with EGFR PTK inhibitor cellular activity test S.O.P.A typical kinase inhibition reaction requires a protein tyrosine kinase, a suitable buffer solution system, a peptide substrate and ATP. In the present EGFR tyrosine kinase assay, a buffer solution system containing 20 mM HEPES (pH 7.4), 5 mM MgCl2 and 2 mM MnCl2; 50 uM Na3VO4; 50 ng/10 ul EGFR (Proquinase); 100 uM ATP; and 10 ng/ml poly(Glu, Tyr) (4:1, Sigma) as a substrate were used.First, 10 ul of EGFR was added to each well of a 96-well plate, 10 ul of the test compounds diluted as described in Test Example 2 (Examples 1 to 173) was added to each well, and the plate was incubated at room temperature for 10 min. The compounds of Test Example 1 were used as control compounds at a concentration of 0.0001 to 10 uM.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638799,37,BindingDB Database,,2014.0,None,,,8.0458,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D35A0>
CHEMBL3676357,,None,492.34,0,4.50,BDBM133819,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNCC(C)=O,IC50,'=',4.0,nM,8.4,No Comment,266846,UO_0000065,17.06,0.35,3.90,7.98,0,CHEMBL3705421,"Tyrosine Kinase Assay: EGFR1 (HER-1) enzyme assay was carried out by using Tyrosine Kinase Assay Kit Green. The entire assay was conducted in accordance with EGFR PTK inhibitor cellular activity test S.O.P.A typical kinase inhibition reaction requires a protein tyrosine kinase, a suitable buffer solution system, a peptide substrate and ATP. In the present EGFR tyrosine kinase assay, a buffer solution system containing 20 mM HEPES (pH 7.4), 5 mM MgCl2 and 2 mM MnCl2; 50 uM Na3VO4; 50 ng/10 ul EGFR (Proquinase); 100 uM ATP; and 10 ng/ml poly(Glu, Tyr) (4:1, Sigma) as a substrate were used.First, 10 ul of EGFR was added to each well of a 96-well plate, 10 ul of the test compounds diluted as described in Test Example 2 (Examples 1 to 173) was added to each well, and the plate was incubated at room temperature for 10 min. The compounds of Test Example 1 were used as control compounds at a concentration of 0.0001 to 10 uM.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638799,37,BindingDB Database,,2014.0,None,,,8.3979,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNCC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3610>
CHEMBL3676368,,None,593.88,1,4.89,BDBM133830,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCCN(C)C,IC50,'=',28.0,nM,7.55,No Comment,266857,UO_0000065,12.72,0.28,2.66,6.96,0,CHEMBL3705421,"Tyrosine Kinase Assay: EGFR1 (HER-1) enzyme assay was carried out by using Tyrosine Kinase Assay Kit Green. The entire assay was conducted in accordance with EGFR PTK inhibitor cellular activity test S.O.P.A typical kinase inhibition reaction requires a protein tyrosine kinase, a suitable buffer solution system, a peptide substrate and ATP. In the present EGFR tyrosine kinase assay, a buffer solution system containing 20 mM HEPES (pH 7.4), 5 mM MgCl2 and 2 mM MnCl2; 50 uM Na3VO4; 50 ng/10 ul EGFR (Proquinase); 100 uM ATP; and 10 ng/ml poly(Glu, Tyr) (4:1, Sigma) as a substrate were used.First, 10 ul of EGFR was added to each well of a 96-well plate, 10 ul of the test compounds diluted as described in Test Example 2 (Examples 1 to 173) was added to each well, and the plate was incubated at room temperature for 10 min. The compounds of Test Example 1 were used as control compounds at a concentration of 0.0001 to 10 uM.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638799,37,BindingDB Database,,2014.0,None,,,7.5528,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3680>
CHEMBL341053,,None,280.34,0,2.42,7s,CN(C)c1ccc(Nc2ncnc3cc(N)ncc23)cc1,IC50,'=',4860.0,nM,5.31,No Comment,,UO_0000065,,,,,0,CHEMBL674641,Inhibition of tyrosine phosphorylation by full length Epidermal growth factor receptor from human A431 carcinoma cells.,F,BAO_0000219,cell-based format,None,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128730,1,Scientific Literature,J Med Chem,1995.0,CHEMBL3307523,,,5.3134,CN(C)c1ccc(Nc2ncnc3cc(N)ncc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D36F0>
CHEMBL538757,,None,500.06,1,5.21,19,COC(=O)c1ccccc1SCC(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,IC50,'=',8800.0,nM,5.06,No Comment,,UO_0000065,10.9,0.21,-0.15,9.05,0,CHEMBL677209,In vitro inhibition of the Epidermal growth factor receptor activity in A431 membranes,B,BAO_0000249,cell membrane format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128740,1,Scientific Literature,J Med Chem,1995.0,None,,,5.0555,COC(=O)c1ccccc1SCC(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3760>
CHEMBL519757,,None,571.08,2,8.36,31,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc(CNCc6ccccc6)o5)cc34)cc2Cl)c1,IC50,'=',54.0,nM,7.27,No Comment,,UO_0000065,12.73,0.25,-1.09,10.06,0,CHEMBL1028080,Inhibition of EGFR,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143296,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,None,,,7.2676,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc(CNCc6ccccc6)o5)cc34)cc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D37D0>
CHEMBL1645466,,None,346.44,0,2.38,8b,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,IC50,'=',10.0,nM,8.0,No Comment,,UO_0000065,23.09,0.42,5.62,11.19,0,CHEMBL1647391,Inhibition of EGFR,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641446,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,None,,,8.0,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3920>
CHEMBL1645467,,None,322.42,0,2.40,8c,NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,IC50,'=',40.0,nM,7.4,No Comment,,UO_0000065,22.95,0.42,5.00,10.35,0,CHEMBL1647391,Inhibition of EGFR,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641446,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,None,,,7.3979,NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3990>
CHEMBL1645471,,None,336.44,0,2.70,8g,Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1,IC50,'=',50.0,nM,7.3,No Comment,,UO_0000065,21.7,0.40,4.60,10.21,0,CHEMBL1647391,Inhibition of EGFR,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641446,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,None,,,7.301,Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9D3A00>
